,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance,importance
cm_dm,0.011276820620390286,0.012007743404914494,0.012168520456357319,0.01253257637221145,0.011614006265973198,0.012214272813030178,0.011997306358549715,0.0117761498060318,0.011020914782171428,0.01143687072055408,0.011391085576610846,0.011609661710220978,0.01157599391351832,0.011830977318618622,0.011104816328373271,0.01158597239555912,0.011841778452606195,0.011701529006480436,0.01200016292174823,0.01158507791318936,0.011271428393596282,0.012177231546759988,0.011982882960263704,0.0112488683071043,0.011238141977538389,0.011737235110749148,0.01161285197001448,0.011842863754053135,0.011744231394211387,0.011792128900387652,0.011583128049305553,0.0119333295974346,0.01219065793365381,0.012126059801885344,0.011766410010371393,0.011815135600105654,0.01174758410618889,0.011628825077314659,0.012193099405993908,0.011715443574449926,0.011976521628813895,0.011406817930737471,0.01141467092482917,0.01191755510703008,0.011582340243262598,0.012163084093839337,0.011636320713766087,0.011661297509008637,0.012331243306511256,0.011754255210728233,0.011612719331483461,0.011826956424044448,0.011782023152413562,0.012501951706617775,0.011794579628283886,0.01216597874003332,0.011832726612666317,0.01207964944818424,0.011798015726551564,0.011841549249911505,0.011668154206903252,0.012090172388914674,0.012022038281292523,0.0116012256607429,0.011533640492294779,0.011791903140970136,0.011208557864451435,0.01223871740582398,0.011929350228226086,0.011762500653812685,0.011151849783827432,0.011829813934395852,0.011828124096451854,0.011787319544279043,0.011891903047027733,0.011849179335202254,0.01145543867459911,0.012167407075830965,0.012063426237874798,0.011868542065775037,0.011637530582800024,0.011843477013178673,0.012050833123806514,0.0118542132015958,0.011435996512364207,0.011762244606549505,0.011719063991833695,0.01148891629718528,0.011953248609750264,0.011646284653602883,0.011936312908442387,0.012030683735185456,0.01246375773455094,0.011437614955838117,0.012118671685311609,0.01172449737125518,0.011634318373742906,0.011610045527467295,0.011847702214002631,0.011720029272942403
cm_dmcx,0.008209059485190484,0.007685072025369727,0.0075251612539540555,0.008021811030871299,0.007608014374222472,0.00770276641445893,0.007892076069773681,0.00823068748654963,0.008137473374027935,0.007812065902376015,0.008326843653986863,0.00796557621539126,0.008046971243762515,0.00786623476941546,0.007521347157381974,0.00818280859272461,0.008020570084837116,0.007900522434644223,0.008158978779620933,0.007866960318793713,0.008172712936395227,0.008955127401992372,0.00781667131531775,0.007914986912550673,0.007750859703247155,0.008559539740816975,0.008573658818284749,0.008224593614414263,0.008281377259337069,0.008254706162366905,0.008213509871112521,0.008228760851524478,0.00834273741294758,0.008319007498279851,0.008469527725036508,0.007995362079808964,0.007938854990050629,0.007826681751157161,0.008074040936145936,0.008041948406008461,0.008031298887617952,0.007895156090003784,0.007877302978066967,0.008029675485512028,0.008006277473096948,0.008339144490344097,0.008468510859955224,0.007986191760159028,0.008403138807685975,0.008137837610186296,0.008631473515430867,0.008180628501049982,0.008348719859904014,0.007909409021274095,0.008591281557448562,0.007966907802164074,0.007748704685210348,0.008298198591814212,0.007869414078405626,0.007884629195624347,0.008034779741431674,0.008036572957719137,0.0078143023572032,0.007638158641997283,0.008289691153750944,0.007862119816209425,0.007905867715702284,0.008593761726554613,0.00834173248331038,0.007623096111245013,0.008069743511390823,0.007947869965595012,0.007907636962705366,0.008463976955103454,0.008538831735220775,0.008174894498595625,0.008187014418343347,0.007940793809661319,0.00824789557665121,0.008403098244364245,0.008165044606097922,0.008211737618540505,0.007962646619867971,0.008248064238042313,0.007671562324581105,0.007813036924853047,0.00799659367571032,0.008029826622796103,0.008164222606320952,0.008531358234727065,0.008121126191941582,0.007898183396332891,0.0077060735575928165,0.007428638353827011,0.007948481388848086,0.008277064465335597,0.00855325180813394,0.008001233469996236,0.007831731905138363,0.008434253887109859
cm_drug,0.01278018771097801,0.012277043113950047,0.0126032187828466,0.012540667165910131,0.012682835751261947,0.0123748234601524,0.012427935870360096,0.012386590079953306,0.012354136565474556,0.012264847056458706,0.012592077811840865,0.012214632312653566,0.013080352365610679,0.012535486751078755,0.012398399637463753,0.012660643012654812,0.012202523344087014,0.013067068187305178,0.011961162482509606,0.012967085765196359,0.012422452949291432,0.012671132628560736,0.012783319194645579,0.012326257906857891,0.013082848669952867,0.012235252340694959,0.012359188883239806,0.01255868505623038,0.012556228602223139,0.012674752643921004,0.01212358082162846,0.012886301189623691,0.012581568379954467,0.0125310916523785,0.012985611878900145,0.01197499114983803,0.01234289709591899,0.012632443567066134,0.01262840592435214,0.012789478897561726,0.01242165882747123,0.011906767895176284,0.012794610131171504,0.012495680878909973,0.01232615394148272,0.0127970057262744,0.012911269700003638,0.01255124060389758,0.011912366922550042,0.012292645551498626,0.012390548623832608,0.012694179097239213,0.012197980396271759,0.012262942369021297,0.012596038651144168,0.01285672336400628,0.012190470349528693,0.012261368250829397,0.012360021034190573,0.012839567426281128,0.012246001149184898,0.012375235726076,0.012303590547723337,0.012640806149753566,0.01229934144079259,0.012309545296102585,0.012385474393220533,0.01276797698186657,0.01256858248678544,0.012800023477181975,0.012318543364724882,0.012312835993854259,0.012165417094586935,0.012807670926440543,0.012399240289993323,0.013216397531668367,0.012918904875574028,0.012529812502540708,0.012025739289590947,0.012318565822400818,0.012250225527617403,0.012439845084756436,0.012319425473688963,0.012414942989204075,0.01188330160914631,0.012600169963219542,0.0126599832285184,0.012734932692798179,0.012460561505631173,0.012531186659385869,0.013034824488252954,0.012459167062005042,0.012160215419384387,0.012452907690658741,0.012150734555463168,0.012380134280790924,0.01238904852737224,0.011997643704326575,0.012815238117322892,0.012058314367841333
cm_liver,0.01150962089525561,0.011701759868122077,0.011724702916747659,0.011753169969878127,0.011469480725541987,0.011701838924226302,0.011831023920886334,0.011836206467083162,0.011585023653758157,0.01179595497475743,0.011745326681747572,0.011884967886432306,0.012064716582973445,0.011468602928918877,0.011617753873967834,0.011509219148914056,0.011684511079511036,0.011462575624945395,0.011828539973574137,0.011810357928591576,0.011822494091173575,0.011305735342257492,0.011821658919637894,0.01225701854187685,0.01185195530411596,0.011547132780151542,0.011462070441186963,0.011300580796017826,0.01183934915583773,0.011831472743516149,0.011140565079150089,0.010966183301364467,0.01135563080517334,0.011504682559305188,0.011510210446896846,0.011309797327685008,0.01158831778439153,0.011540856807758218,0.011883357160178121,0.011708003179199662,0.01123538069966809,0.011347271836017558,0.011491178208802869,0.011194576722755117,0.011384427672325939,0.011806772990839758,0.011992764307919231,0.011788542579371957,0.011628229431615261,0.011962310941355588,0.011093686720108048,0.01135091798830742,0.011387544102348034,0.011790451864938998,0.011489851151525421,0.011514415980567617,0.01087800228900029,0.011726249200980872,0.01144898833582394,0.011855918079169773,0.011979473443462289,0.011536186461792587,0.011506808289875686,0.011959573300130836,0.011421390729759204,0.011767741013136646,0.011719890966277891,0.011442261971436374,0.011530834367114346,0.01167629569977667,0.011201401349334665,0.01198117447938156,0.011758487983626883,0.011372986454371512,0.011197539447413496,0.011150404108242707,0.011407987494057165,0.011695522324619135,0.0122541107018783,0.011252835031706283,0.010965466236790773,0.011142871099636837,0.011585431947234184,0.011514968993698887,0.011716852556436144,0.011653269569113821,0.011731633745873833,0.01142791131720234,0.011512424438176665,0.011757493872254315,0.011507127144513171,0.011253775393699974,0.011554647458167281,0.0115053972010701,0.011726491097301645,0.011907061198738236,0.011657071599204831,0.011736161016865924,0.012409834029537258,0.011752648965345175
cm_lymph,0.002791927559537889,0.002668491022250378,0.002903777531523236,0.0030123747002957792,0.0027509638196354974,0.0026827372634122258,0.002761248360777758,0.002917535197668114,0.002937140234717524,0.0030426443258901254,0.002913669530520666,0.002674028029541502,0.0028911140883602165,0.0029351953485526436,0.003059630422392434,0.003021623213550449,0.0030722771003421135,0.002858663835654016,0.0029643961555720546,0.002724699715171869,0.0028646236090866762,0.0028683827488973266,0.003093384352929383,0.002836185034618219,0.0029984321157293953,0.002785484441839871,0.0029106470431513984,0.0030304919755146406,0.0028447778950783102,0.0028612436074120537,0.002847783119642223,0.0026242000756404277,0.002453558676113732,0.0028079774390382733,0.0027400593021397308,0.0028432213190966267,0.0030212261822736186,0.0028069093695707644,0.002798984264174383,0.002732597133818222,0.00299185063034926,0.0029899595201864494,0.0027092916853115935,0.003031608241834073,0.002917350025207666,0.0027277183024042393,0.0029862825273591583,0.002874762026104716,0.0028857025091197316,0.0028375501207041466,0.002647158321189249,0.003052076440766622,0.0027696901281291137,0.002823587716229281,0.0031780931622992746,0.0029241170280906096,0.0028538950171793235,0.0030076365008409106,0.002539667646741267,0.002916961186014108,0.0030534171584726557,0.0028599248909528903,0.002822571353415656,0.00283101865519247,0.00302031679844497,0.003053663419484573,0.0027143128988724886,0.002868191221957312,0.003007304878424983,0.0026274291648739393,0.0030087453991626315,0.002979882518377034,0.002777947983335621,0.00277040968214183,0.002785529909132646,0.0027048152890101545,0.002738832657062745,0.002942764105141603,0.003074877059884906,0.0029177799747372194,0.002859270356084405,0.002545641705266936,0.002593687383806507,0.0028620567411882453,0.002814435589497406,0.002850332861368308,0.0028643066247936518,0.002602795895170523,0.0029469709223735453,0.002720733585723645,0.0027248688194191724,0.002978390640294972,0.002953711924721621,0.0028356147810550277,0.0029267294318663815,0.0026862242359960314,0.002841705739551379,0.0030299801337091165,0.002855149834554745,0.0027896930964946996
cm_lytes,0.019133611301803362,0.01926440140496859,0.019455971937441065,0.02008060906191303,0.01951514024130221,0.01958399466051798,0.019947976246651948,0.019319618450275734,0.01981257438567812,0.019637521925530137,0.018940681998791908,0.019521138229984244,0.019532153383371175,0.019206872343989215,0.019113481314165952,0.01917871865767444,0.018893674907738738,0.0192215464326544,0.01913737973214306,0.019227080793067584,0.01869327931412435,0.01896306583180562,0.019340567194790232,0.01872199060489178,0.019423107570041762,0.019488151434909128,0.019494805130094755,0.018814420896785138,0.0194443053891943,0.019163297334557055,0.01903230387849936,0.01925394634644976,0.01895877693020169,0.01970570039400448,0.01992925065440255,0.01967196833016637,0.01966668316735766,0.019093585849863953,0.019471417477007154,0.01877763026900835,0.019487589341955523,0.01889807671708767,0.019656254916950965,0.018785284166182848,0.019175012995002107,0.01905471257337178,0.019447533974216467,0.019238751598268607,0.019280632783757065,0.019102878005359786,0.01959570058464231,0.019273830093668894,0.01891580993726211,0.019527241634182377,0.019030554285652656,0.019278987943688135,0.019370167880352313,0.019310894826249154,0.019750968521738837,0.018736602265140987,0.01939498501589105,0.019644447272658228,0.018975443739925504,0.019725786150983374,0.01940460601138952,0.019607989774632836,0.0197622414053866,0.019018879107394658,0.019157239151100056,0.01882518239369761,0.01919410339584837,0.01889204142603432,0.01931180628170116,0.019415835998057296,0.019093798296881025,0.01962288197304138,0.019941029250650694,0.01922437908134532,0.019183095934097442,0.01999876966767731,0.01976218888720176,0.019952210019673188,0.019414969805041614,0.01948506712862634,0.01910577364846639,0.01978672945422917,0.01890322387718558,0.01908093523207915,0.019709810266907605,0.018604277536612028,0.019028740876628057,0.018404553123740126,0.019048840996854725,0.019470792486656223,0.01998902270729645,0.01934339089518283,0.019353634031196335,0.019525848572377446,0.019736949327851097,0.019615356621172617
cm_mets,0.004743525239818053,0.0047748021839230355,0.005205068008250262,0.004604428347785874,0.004786437084215019,0.004789933652919598,0.004761523932478123,0.0050147930894787335,0.004814376927998829,0.004920652418515358,0.00485470952875225,0.00456033143300987,0.00459392247504897,0.004504604098707035,0.004379659358080927,0.005136653623680356,0.004953363833296931,0.00474542379459049,0.0050276155950906105,0.004851569889682921,0.004859921920908889,0.004920048365979768,0.004641191710719896,0.004507859292373738,0.0049294997540132515,0.004785710874386526,0.005120477759189412,0.005130522997093726,0.005241670031862209,0.004864180270511607,0.004732015719826493,0.00503735904991284,0.00451806457843367,0.004480861674975354,0.004523223852085633,0.004877034283318374,0.005026917548251055,0.004862817355945473,0.005074576446279525,0.004758196990480904,0.004829218113797608,0.004960646747653097,0.004709840820087846,0.005012937507725292,0.004827198564108456,0.004747931908300204,0.004867677224243968,0.004648626257069652,0.004694176441245268,0.0045369093533366165,0.004946282690294411,0.004883547467639244,0.004857482677037391,0.004621073828525947,0.005161554496970706,0.004820238478313216,0.004567864610572597,0.0048793838299047675,0.0046426613645042395,0.004726127850326364,0.005306494249113391,0.004542102386541778,0.004665858842888231,0.005104225977848183,0.00467554385044666,0.004841582104013949,0.004730879282488303,0.004800820405385832,0.004915128651247628,0.004809499596793186,0.004874634829204081,0.0049120918510284686,0.00467865609722337,0.00479435775776436,0.004476870530275869,0.004544311912087009,0.004792407519272442,0.00452059521351252,0.00492282825628277,0.004890229370540667,0.004866504551035239,0.004854287659763323,0.004677874951567006,0.004638545983930153,0.004556464785581525,0.004643846731691725,0.004625948765464649,0.00510633071792924,0.00491520998154453,0.00491975363849316,0.004522245958977112,0.004984760550398346,0.004868487344109873,0.004492676181596953,0.004707033810533424,0.004780199582342684,0.004641854742109908,0.004835386423258953,0.004632719280196432,0.004589313107696616
cm_neuro,0.013768668785619479,0.014376703574600243,0.013802587330474394,0.013637795173843965,0.013420495398542186,0.01387819700827408,0.013978240438414793,0.014432388831894499,0.014034484059778522,0.01410339559850684,0.014021522008816142,0.013592510217591692,0.013625443374841246,0.01378710908090419,0.014166597025710161,0.014053563220526666,0.013322760813095419,0.014131887862095557,0.013849747022327729,0.013624853249382595,0.014300321072984358,0.013837982188478487,0.013393304093281636,0.013897675588190434,0.013626687962169174,0.013654996768289709,0.013960206095565128,0.013391153390341623,0.013932066479703225,0.01333469944086031,0.013670422865702182,0.013515905785221967,0.013540876670351929,0.013555557150125911,0.013896300989727531,0.014610670811417502,0.014085038656865502,0.013429096493392535,0.013653008290207517,0.014631127689634793,0.013746110419043563,0.013501870096927236,0.014042225016334673,0.013116921089372565,0.014225607315687394,0.014183305373388683,0.013500950500304884,0.014119639414179014,0.014047823138710168,0.01372655109163336,0.013797852330391913,0.014305155968478651,0.014100018618737196,0.013895690034095564,0.013658505050202644,0.013613969131591875,0.013757087110343699,0.013408267146766606,0.013431288605278011,0.013889582650958182,0.013702607443748946,0.014403685899177076,0.013492033766852415,0.013361980152159688,0.013032537108629845,0.0139686971642038,0.013742376642104854,0.01352457114225267,0.013832908099236936,0.013866264263640937,0.013752191403014348,0.014412346915405999,0.014230491737199194,0.01424557527472122,0.014055986222413115,0.013754873832255219,0.013474009697157315,0.014257093368478907,0.014104939650681892,0.013659342032712086,0.013532188610261946,0.013348278016545848,0.013955752810103311,0.01405502828188256,0.014134227846062318,0.013870336910603003,0.013956209759364615,0.013449745546788752,0.013704422599045613,0.013472328119803256,0.014270654045415363,0.01356588918518675,0.013673320490731073,0.014033609675847903,0.013714602474847949,0.01359958897590742,0.014385753066219446,0.013857408413410403,0.013832663992360187,0.013726362470494165
cm_para,0.0051097397343609794,0.005419811088980928,0.005228404725318626,0.005552125839957033,0.00505849859987357,0.005434921213324208,0.005562795047658386,0.005176179349880635,0.005162866346735961,0.005797954191522993,0.005337785687830975,0.005336457981604257,0.005530297856565715,0.005700767037234655,0.0053916884251614785,0.005569282232851312,0.005143972238638767,0.00567595711275041,0.005525108547175831,0.00576853310019604,0.00535957678679468,0.005554660343192129,0.00523029295169687,0.0055355593008702955,0.005104488468483657,0.005255804803532685,0.005594090180667293,0.005536943896454925,0.005699528780227267,0.005369952083908445,0.005506159404395359,0.0051562272521746295,0.005114468525529446,0.005633208798178426,0.005723920166174319,0.005588459268440051,0.00548010202361246,0.005527381431037114,0.005424307325932546,0.00519583552830679,0.005362047788744723,0.005338158667676678,0.00532426084848546,0.00556808045649297,0.005738140797129722,0.005725892470320584,0.005105478992265612,0.005444426856497527,0.005317588052837136,0.0056156373752788945,0.005322536200992267,0.00541064737387704,0.005434510614176037,0.005268992473547968,0.0051660468284638,0.005532662758616878,0.005186324126798622,0.004988524139780868,0.005451384665524726,0.005436350721448121,0.00562045870877236,0.005448854408250685,0.005126769641721081,0.005708374572566719,0.005432201223253968,0.004895195011682705,0.005331376097988428,0.0053682925469749326,0.005487930129759138,0.0054968661247580194,0.005506884310336091,0.00532711321015957,0.005401506932069059,0.005535267859611211,0.005413143580341933,0.005308552171824738,0.00517964717001095,0.005368509940163741,0.005352938888343386,0.005649949092700503,0.005043393136026586,0.005438951756984014,0.005361406339036409,0.005599135564412432,0.005257969429823175,0.0053677100418542106,0.005193775841798458,0.00566929888798851,0.005398745764942001,0.005353439502015401,0.005450155303326592,0.0054392316417107905,0.005487604621655756,0.005206509309531487,0.0051005395978059465,0.005173441223178634,0.005324647374025146,0.005736505521900291,0.0055994837451227705,0.00523162884373344
cm_perivasc,0.010235116829114316,0.01036773179762992,0.010475043479255139,0.01007261136523543,0.010868920079000775,0.010343667920042458,0.010246984543609498,0.010250687901262823,0.010062071688981503,0.010445238171716692,0.01013685625896744,0.010417187408568734,0.010529238996477104,0.010471082235320877,0.010390903809826222,0.010309443913067307,0.010938399446708137,0.011082024903702612,0.010313829633178577,0.010452278882104931,0.011004610016180093,0.010649506991504984,0.010394956319035456,0.01034265425757027,0.010801146572626598,0.01080019316825116,0.010857304096246646,0.010747753237345541,0.009911567491905747,0.010986769329992497,0.010122564750347682,0.010368316347896839,0.010757383186484504,0.01058183320994565,0.010486690668835449,0.010908946000608365,0.01045423715046053,0.010858807979372631,0.010258094742344343,0.011128451670965048,0.010537933700353663,0.01043390833080465,0.010748082895687882,0.01029201973315185,0.010656214705809507,0.010397315239352901,0.010880180448293066,0.010375962498357469,0.010439724421608471,0.010269393325263042,0.010367572360746626,0.01028249476985989,0.010343714333513223,0.010533507475574721,0.010411955093667682,0.010667382813427068,0.010300066004225717,0.010512409833094953,0.010805440609035792,0.011082662590714326,0.010842916450823652,0.010848211374046072,0.010673627386732921,0.010357127250949468,0.010403823909023923,0.010185889926803759,0.010274223451078852,0.010746671205832257,0.010365602851964594,0.010550751430874113,0.010572188859060104,0.010393596093909286,0.0104140117509515,0.010729001805320592,0.011067254498686785,0.010438165874762706,0.010386161670709068,0.010839319777909421,0.01018424216827251,0.010441196790842268,0.010471858266794327,0.010250576268645407,0.01036667162380104,0.010624768356454305,0.010419494573275194,0.010582424144766992,0.010849960554556308,0.010912054304536827,0.010503849546559378,0.010502603674791935,0.010487686999975676,0.010347407693472184,0.010449045882433733,0.010521287452173641,0.010207624150862784,0.010635627168136872,0.010458969315475776,0.010212858466305286,0.010498065079231268,0.010941520203052621
cm_psych,0.012797637126936148,0.01284004969080661,0.01208202749776805,0.011989840485636002,0.012479568762357226,0.012121252477574689,0.012232263121639858,0.012677166596361037,0.012176198944692301,0.012601125632352848,0.012145210221983005,0.012059219629736941,0.012237227072363825,0.012558398188489993,0.012282986939369245,0.012196572339968114,0.012691601567862646,0.012006059837680197,0.012724677440377965,0.011652026101924609,0.01205555956917676,0.012047505997791683,0.012289827315003046,0.012294755655517393,0.012142421111371248,0.01235843167736305,0.012404496769487698,0.012251008541493259,0.01227217118692103,0.012706660194137118,0.012803142400569411,0.012304247722123544,0.011862858666973376,0.01269031422194601,0.012468090008349636,0.012118920399485422,0.0122490517770042,0.012524289929436846,0.01214420519927132,0.011937682774682452,0.01249597881384163,0.011901363894976164,0.012277671746302052,0.012367838442569726,0.01235499248070293,0.011912339560992786,0.01218620044625308,0.012447902911069106,0.01238007295846986,0.01171858134834402,0.01220165414235383,0.012369153498015232,0.012384207311642456,0.01206572824353737,0.012133208235670564,0.012571322253872343,0.01202823114912535,0.012045423352992085,0.011625869695336672,0.012722562492785156,0.012476403574307595,0.012032213917382906,0.011915579687498417,0.012496719985573154,0.013035042695192275,0.012049527036717023,0.01279354948307013,0.01207611735365844,0.01221536778863198,0.012185831625485387,0.012094624224569726,0.012313015039518593,0.011786958900053261,0.012447404945651434,0.012099917916723772,0.012195908490345079,0.01231404058064782,0.012067048579902165,0.011781440522694933,0.012392536530281472,0.012091092247991559,0.011871423692179944,0.012224521276230213,0.011975548468540391,0.01224867243948474,0.012226943417161676,0.012894181247771483,0.01168164376983229,0.012069660734649958,0.012362586967221425,0.012538824049534813,0.013182760471534005,0.012803804093148899,0.012361175608064398,0.012057028809856433,0.012381608321622039,0.012528555207708023,0.012933805636426461,0.012547013112008894,0.012145840417180705
cm_pulmcirc,0.007274711325298769,0.006910723033744458,0.007088114295176695,0.007193422352281778,0.007350953427867027,0.0072042338353640436,0.007143947818597467,0.007211745807904915,0.007315221049121896,0.007335337106890155,0.007161318787540523,0.0075249200410599446,0.006877252152600146,0.007087004968718873,0.00743223262655367,0.007459880099463079,0.00720912920992237,0.007382031563366524,0.0072447925905570025,0.007236599398493279,0.006754801865473707,0.007317844856832866,0.007520044736182573,0.007041012048119544,0.0070579119832575084,0.007297254469525375,0.006938947185727174,0.007339199769114457,0.007085564068216281,0.007282125980034359,0.007213404152255173,0.007529863635490052,0.006995937950208821,0.007033786269723148,0.007863772613871854,0.007857071776568537,0.007523851077502614,0.007062119633257363,0.007062925864944609,0.007468856943884571,0.007172001748837966,0.007220953351981809,0.0067564858782911364,0.007340074305038657,0.007491431874228611,0.007071433159404652,0.007555657500492351,0.0071628456396565085,0.00719788888377137,0.007255355148470179,0.007105684275488859,0.007360406501751232,0.007551016030866242,0.0070717373336636,0.007368416996437533,0.0072862034719023815,0.007580278506459299,0.007300005627172753,0.007218802794374175,0.007202969106372906,0.007272619487829535,0.007153494252054915,0.007041758436166376,0.007059941944854321,0.007571879592677706,0.007463410343114984,0.007157719996892012,0.007252761596724495,0.007180900010810318,0.007117976114670252,0.007576457299643212,0.007306451761539545,0.006952507661939086,0.007042818495809693,0.00730593447922882,0.007701267074837904,0.007374382386200868,0.00721237245769825,0.006917571072950162,0.006866328210917476,0.007274067248093068,0.007529421524571568,0.006959623327466488,0.007306555157339258,0.007285207820406302,0.007523349743844192,0.007347155771207567,0.007453869502511952,0.007579092318448593,0.007291178371242862,0.007348013258937563,0.007161533689398053,0.0075241697322695165,0.007314092290931971,0.00702916647171388,0.007299231775602433,0.006931176586242188,0.007114933457253157,0.007539390559921879,0.0069606212341715235
cm_renlfail,0.011709219288823102,0.01144655102732589,0.011169832403118576,0.011301757219836239,0.011840793828358802,0.010361781313441868,0.011477701229703447,0.010487698833646742,0.011686773095126723,0.01118579159017189,0.011180214584769955,0.011448561549610294,0.011229751750439443,0.010867274210983895,0.011481387549295879,0.011044045250764516,0.011104161603547375,0.011798474612318702,0.011360486403316692,0.011368482091855574,0.011609143764275505,0.011705583095747043,0.011535991496870686,0.011899965746889816,0.010535649860838204,0.010973007714307184,0.011355510769821211,0.011304812707503525,0.011835051701450994,0.011344873255058558,0.011446492222837388,0.010824994207786444,0.010601191490929177,0.011175552351185935,0.011177906639713433,0.011425906710229855,0.011427341415087684,0.011647285375291248,0.011328901623512588,0.010809087231949106,0.011732437098194312,0.011602653076334377,0.01174441002546752,0.01155800983368265,0.011051762847016002,0.011279928180351631,0.010484324240849472,0.011237158334725274,0.010978120061059386,0.011104180433080112,0.011453301057468501,0.011325425671093766,0.010960363187956276,0.01095407211446707,0.010917200215934316,0.010936879169894838,0.01180423392032978,0.011585703867817501,0.011238382756502801,0.011437966386225445,0.011405394591630685,0.010939993036225362,0.011245183621609638,0.011200301086088181,0.01137718643727494,0.011173761661300916,0.011246139593163318,0.011348069360570789,0.01085102330346883,0.010856676726313692,0.011397027549784394,0.011340705253758304,0.011390067983691516,0.011442940113381896,0.01116303672136075,0.010912979596777372,0.01135661663095281,0.01067033736762495,0.011253846556394591,0.011544386870750397,0.011385596448191293,0.011021305009983223,0.011324309841034823,0.011291803348050475,0.011198998344364698,0.011379446466017485,0.011075275616962896,0.011247181394186855,0.011578083472353621,0.011230525755942349,0.01107218497869886,0.011348482052813618,0.011540191232836337,0.010940357912277423,0.01248111470111208,0.011023577686253574,0.01131928408256103,0.010909349877114251,0.011526431700257774,0.01107910950618731
cm_smoking,0.02075993449980104,0.02078254485054047,0.020684620048878673,0.02125204147427726,0.020892815314808265,0.020184532922690433,0.020515216220982044,0.02104642049864211,0.02088228349584728,0.02014695044805545,0.02055160290040254,0.020962092989775947,0.019736737784656403,0.020989906094766697,0.02111548510868834,0.021006489261209325,0.02101518841457426,0.02083382560432794,0.020966323879614748,0.020414660934163463,0.020598258172791945,0.02152237523848726,0.02039283890297514,0.021657419607554157,0.021416425189223397,0.020769035950290754,0.020177142081160143,0.0202267424456717,0.020461845200872394,0.02048373091309245,0.02088811805858098,0.020925669975067722,0.021137110645574997,0.02107262875658873,0.020796204823594143,0.020971668422792855,0.020866007401431127,0.020473529417460706,0.020386200053457527,0.021008323010719067,0.020961316814264004,0.02050655495390324,0.020648961914398727,0.02081612191514876,0.02054219542891883,0.02000067037590921,0.021168170672736953,0.021163310134013246,0.020519954282555264,0.019905649793830065,0.020860735921094258,0.020712092516237002,0.020761325975827617,0.02104198182276845,0.020414048950858407,0.02012582298942423,0.021279128096123378,0.020699753716735648,0.020397253123049727,0.02071615548697441,0.021012282082822503,0.02050631215229222,0.020574573503811172,0.020136805188611176,0.020697764902981575,0.020945840228526334,0.020822489561955957,0.020866903439574775,0.02105442888592861,0.020912652569700037,0.020656715403597332,0.020450409246301503,0.021244912529324162,0.020797928728541214,0.021165019113772904,0.02077121135493767,0.02102545555646465,0.02057489914034587,0.020891100150288586,0.021377038746927885,0.020641028156776226,0.020755251984837717,0.02015039513021398,0.020317289023566002,0.021260199569270447,0.020296695891795224,0.021042541274524106,0.021658841728433947,0.020793080278257207,0.020427846209620192,0.02004819045282655,0.020148543667954415,0.02105856476157074,0.02108957722210862,0.0206463915797542,0.021397372353653316,0.020518228499284166,0.020764166392149466,0.019511296239930413,0.020830984492153534
cm_tumor,0.005281756002122204,0.005994310273298831,0.006010901114025405,0.005576189275690152,0.005769237072622077,0.005748101110012388,0.005643538974310137,0.00581814975462995,0.0058537827189291056,0.005778008329665089,0.0058575251664055835,0.006015382610584131,0.0056808210688553155,0.005452799371994239,0.005696936071477783,0.0061574020198361425,0.005718467875479626,0.006183883699071055,0.00559994880769928,0.0058121139755417,0.005710268012371998,0.0060024758683686385,0.005637271261339694,0.005683179816136769,0.005409768389243212,0.00566421946299992,0.005798959533867634,0.005753121382294849,0.005612260164068824,0.005272963371776874,0.006119101588581575,0.0060587995055740645,0.005218999243535215,0.0061435332795317715,0.0055045097522686175,0.0054462539519429705,0.005794621629501695,0.005623342001547591,0.005700730500299416,0.005669061978828138,0.005714504571666864,0.005396075538465775,0.005428322234251656,0.006053593865914478,0.005863055703336134,0.006147723167208694,0.005764527973209478,0.005695965941343342,0.005897080085984675,0.005719954918368989,0.005432796285393473,0.005904449892274255,0.005464060892080265,0.0054289100470379745,0.005849635780760285,0.005926646430007036,0.005647135385740854,0.00564982592104067,0.005483208687287904,0.0057860682196248505,0.0061664404179471236,0.005549738931652782,0.0054623282075541985,0.00567142188036737,0.005747075998126191,0.005508098880648574,0.005934867153971367,0.0056563668698780805,0.005828084451527352,0.005374068464723373,0.005551962180927498,0.005924035643555745,0.005571495603399951,0.00587707233777016,0.005552099208996422,0.005733034435642514,0.005628994237899016,0.00551811960934574,0.005995347212350378,0.006155838121397058,0.005409616922510615,0.005753059263287276,0.005384136662105896,0.005935764871216336,0.005777316861381098,0.005777363820265753,0.005503133396392127,0.005435502203187795,0.006148644671712293,0.005646370609006952,0.005676243431773322,0.005177233075399267,0.005728155327528701,0.005877791809084383,0.005880402696986131,0.005774514654120851,0.0058858795542244755,0.005831719562649147,0.0057768403224524026,0.005687804284374519
