,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_class_weight,param_fit_intercept,param_l1_ratio,param_penalty,param_solver,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
1321,0.5179306666056315,0.0981262928995066,0.006505409876505534,0.0009207119752494995,0.25,,True,0.5,l2,lbfgs,"{'C': 0.25, 'class_weight': None, 'fit_intercept': True, 'l1_ratio': 0.5, 'penalty': 'l2', 'solver': 'lbfgs'}",0.586212516297262,0.591361043194784,0.5952070427127486,0.5909263787014398,0.003684840633251276,225
1322,0.5097947120666504,0.05798350575321079,0.005530993143717448,0.0004601874002344757,0.25,,True,0.5,l2,liblinear,"{'C': 0.25, 'class_weight': None, 'fit_intercept': True, 'l1_ratio': 0.5, 'penalty': 'l2', 'solver': 'liblinear'}",0.5883311603650587,0.5915240423797881,0.5960221715030974,0.5919587068731323,0.0031548494528047255,17
1323,1.1981998284657795,0.02954162805325529,0.005855480829874675,0.0015940386666403604,0.25,,True,0.5,l2,sag,"{'C': 0.25, 'class_weight': None, 'fit_intercept': True, 'l1_ratio': 0.5, 'penalty': 'l2', 'solver': 'sag'}",0.583116036505867,0.5877750611246944,0.5934137593739811,0.5881010594947025,0.004210342786179333,398
1324,2.1042703787485757,0.05080961339596279,0.015307029088338217,0.0020490810893815594,0.25,,True,0.5,l2,saga,"{'C': 0.25, 'class_weight': None, 'fit_intercept': True, 'l1_ratio': 0.5, 'penalty': 'l2', 'solver': 'saga'}",0.5826271186440678,0.5907090464547677,0.5940658624062601,0.589133387666395,0.004800919308369331,352
1325,0.010735273361206055,8.920806376395086e-07,0.0,0.0,0.25,,True,0.5,l1,newton-cg,"{'C': 0.25, 'class_weight': None, 'fit_intercept': True, 'l1_ratio': 0.5, 'penalty': 'l1', 'solver': 'newton-cg'}",,,,,,1000
1326,0.011060794194539389,0.0009202061976355597,0.0,0.0,0.25,,True,0.5,l1,lbfgs,"{'C': 0.25, 'class_weight': None, 'fit_intercept': True, 'l1_ratio': 0.5, 'penalty': 'l1', 'solver': 'lbfgs'}",,,,,,993
1327,0.1724255084991455,0.07030099872035482,0.0039040247599283853,0.0007970679423612236,0.25,,True,0.5,l1,liblinear,"{'C': 0.25, 'class_weight': None, 'fit_intercept': True, 'l1_ratio': 0.5, 'penalty': 'l1', 'solver': 'liblinear'}",0.5855606258148631,0.5903830480847596,0.5994457124225627,0.5917957076881283,0.005755901991955037,53
1328,0.008782307306925455,0.0007963867294307388,0.0,0.0,0.25,,True,0.5,l1,sag,"{'C': 0.25, 'class_weight': None, 'fit_intercept': True, 'l1_ratio': 0.5, 'penalty': 'l1', 'solver': 'sag'}",,,,,,995
1329,3.2532801628112793,0.018402831352837812,0.0074812571207682295,0.0009212181333584231,0.25,,True,0.5,l1,saga,"{'C': 0.25, 'class_weight': None, 'fit_intercept': True, 'l1_ratio': 0.5, 'penalty': 'l1', 'solver': 'saga'}",0.5829530638852672,0.5900570497147515,0.5939028366481904,0.5889703884813909,0.004535783987404954,384
1330,0.009434064229329428,0.00045928834999581594,0.0,0.0,0.25,,True,0.5,elasticnet,newton-cg,"{'C': 0.25, 'class_weight': None, 'fit_intercept': True, 'l1_ratio': 0.5, 'penalty': 'elasticnet', 'solver': 'newton-cg'}",,,,,,997
1331,0.008132696151733398,0.0004600750910092892,0.0,0.0,0.25,,True,0.5,elasticnet,lbfgs,"{'C': 0.25, 'class_weight': None, 'fit_intercept': True, 'l1_ratio': 0.5, 'penalty': 'elasticnet', 'solver': 'lbfgs'}",,,,,,998
1332,0.008783658345540365,9.199648620915592e-07,0.0,0.0,0.25,,True,0.5,elasticnet,liblinear,"{'C': 0.25, 'class_weight': None, 'fit_intercept': True, 'l1_ratio': 0.5, 'penalty': 'elasticnet', 'solver': 'liblinear'}",,,,,,999
1333,0.009108781814575195,0.00045973808114659314,0.0,0.0,0.25,,True,0.5,elasticnet,sag,"{'C': 0.25, 'class_weight': None, 'fit_intercept': True, 'l1_ratio': 0.5, 'penalty': 'elasticnet', 'solver': 'sag'}",,,,,,983
1334,3.7160298029581704,0.3560410591650759,0.00878453254699707,0.0027607871648576026,0.25,,True,0.5,elasticnet,saga,"{'C': 0.25, 'class_weight': None, 'fit_intercept': True, 'l1_ratio': 0.5, 'penalty': 'elasticnet', 'solver': 'saga'}",0.5827900912646675,0.5903830480847596,0.5939028366481904,0.589024721543059,0.004637317106180029,376
1335,1.6012029647827148,0.7879308924276629,0.008303642272949219,0.0014253446065669389,0.25,,True,0.5,none,newton-cg,"{'C': 0.25, 'class_weight': None, 'fit_intercept': True, 'l1_ratio': 0.5, 'penalty': 'none', 'solver': 'newton-cg'}",0.5884941329856584,0.5915240423797881,0.5952070427127486,0.5917413746264601,0.0027448392704346476,69
